Current (Ampere),score,cluster
45,0.41934082958177854,0
38,0.005171722811010436,0
45,0.41934082958177854,0
38,0.005171722811010436,0
45,0.41934082958177854,0
30,0.4681643992127245,0
40,0.12350575331694416,0
30,0.4681643992127245,0
43,0.30100679907584477,0
38,0.005171722811010436,0
33,0.29066335345382394,0
30,0.4681643992127245,0
43,0.30100679907584477,0
43,0.30100679907584477,0
38,0.005171722811010436,0
43,0.30100679907584477,0
43,0.30100679907584477,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
38,0.005171722811010436,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
38,0.005171722811010436,0
30,0.4681643992127245,0
35,0.17232932294789016,0
43,0.30100679907584477,0
43,0.30100679907584477,0
40,0.12350575331694416,0
40,0.12350575331694416,0
35,0.17232932294789016,0
45,0.41934082958177854,0
40,0.12350575331694416,0
43,0.30100679907584477,0
40,0.12350575331694416,0
38,0.005171722811010436,0
43,0.30100679907584477,0
38,0.005171722811010436,0
35,0.17232932294789016,0
38,0.005171722811010436,0
43,0.30100679907584477,0
40,0.12350575331694416,0
38,0.005171722811010436,0
30,0.4681643992127245,0
35,0.17232932294789016,0
38,0.005171722811010436,0
38,0.005171722811010436,0
35,0.17232932294789016,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
48,0.5968418753406791,0
35,0.17232932294789016,0
35,0.17232932294789016,0
48,0.5968418753406791,0
43,0.30100679907584477,0
38,0.005171722811010436,0
30,0.4681643992127245,0
33,0.29066335345382394,0
35,0.17232932294789016,0
45,0.41934082958177854,0
30,0.4681643992127245,0
43,0.30100679907584477,0
35,0.17232932294789016,0
43,0.30100679907584477,0
43,0.30100679907584477,0
35,0.17232932294789016,0
40,0.12350575331694416,0
45,0.41934082958177854,0
45,0.41934082958177854,0
38,0.005171722811010436,0
43,0.30100679907584477,0
30,0.4681643992127245,0
40,0.12350575331694416,0
40,0.12350575331694416,0
40,0.12350575331694416,0
35,0.17232932294789016,0
35,0.17232932294789016,0
38,0.005171722811010436,0
30,0.4681643992127245,0
33,0.29066335345382394,0
38,0.005171722811010436,0
40,0.12350575331694416,0
38,0.005171722811010436,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
48,0.5968418753406791,0
30,0.4681643992127245,0
33,0.29066335345382394,0
35,0.17232932294789016,0
35,0.17232932294789016,0
40,0.12350575331694416,0
38,0.005171722811010436,0
35,0.17232932294789016,0
45,0.41934082958177854,0
35,0.17232932294789016,0
43,0.30100679907584477,0
40,0.12350575331694416,0
40,0.12350575331694416,0
33,0.29066335345382394,0
40,0.12350575331694416,0
48,0.5968418753406791,0
40,0.12350575331694416,0
45,0.41934082958177854,0
30,0.4681643992127245,0
35,0.17232932294789016,0
43,0.30100679907584477,0
38,0.005171722811010436,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
47,0.5376748600877123,0
42,0.2418397838228779,0
48,0.5968418753406791,0
42,0.2418397838228779,0
53,0.8926769516055135,0
51,0.7743429210995797,0
48,0.5968418753406791,0
51,0.7743429210995797,0
45,0.41934082958177854,0
53,0.8926769516055135,0
51,0.7743429210995797,0
47,0.5376748600877123,0
51,0.7743429210995797,0
65,1.6026811346411158,0
48,0.5968418753406791,0
42,0.2418397838228779,0
43,0.30100679907584477,0
51,0.7743429210995797,0
51,0.7743429210995797,0
47,0.5376748600877123,0
56,1.070177997364414,0
43,0.30100679907584477,0
51,0.7743429210995797,0
43,0.30100679907584477,0
51,0.7743429210995797,0
53,0.8926769516055135,0
56,1.070177997364414,0
47,0.5376748600877123,0
48,0.5968418753406791,0
51,0.7743429210995797,0
47,0.5376748600877123,0
45,0.41934082958177854,0
56,1.070177997364414,0
51,0.7743429210995797,0
56,1.070177997364414,0
56,1.070177997364414,0
45,0.41934082958177854,0
47,0.5376748600877123,0
48,0.5968418753406791,0
48,0.5968418753406791,0
65,1.6026811346411158,0
47,0.5376748600877123,0
43,0.30100679907584477,0
51,0.7743429210995797,0
42,0.2418397838228779,0
56,1.070177997364414,0
48,0.5968418753406791,0
47,0.5376748600877123,0
53,0.8926769516055135,0
51,0.7743429210995797,0
47,0.5376748600877123,0
51,0.7743429210995797,0
45,0.41934082958177854,0
43,0.30100679907584477,0
45,0.41934082958177854,0
43,0.30100679907584477,0
45,0.41934082958177854,0
42,0.2418397838228779,0
43,0.30100679907584477,0
47,0.5376748600877123,0
48,0.5968418753406791,0
53,0.8926769516055135,0
51,0.7743429210995797,0
53,0.8926769516055135,0
47,0.5376748600877123,0
47,0.5376748600877123,0
47,0.5376748600877123,0
51,0.7743429210995797,0
47,0.5376748600877123,0
42,0.2418397838228779,0
48,0.5968418753406791,0
43,0.30100679907584477,0
51,0.7743429210995797,0
48,0.5968418753406791,0
56,1.070177997364414,0
51,0.7743429210995797,0
48,0.5968418753406791,0
43,0.30100679907584477,0
51,0.7743429210995797,0
48,0.5968418753406791,0
43,0.30100679907584477,0
45,0.41934082958177854,0
42,0.2418397838228779,0
45,0.41934082958177854,0
48,0.5968418753406791,0
42,0.2418397838228779,0
47,0.5376748600877123,0
51,0.7743429210995797,0
43,0.30100679907584477,0
48,0.5968418753406791,0
53,0.8926769516055135,0
53,0.8926769516055135,0
47,0.5376748600877123,0
53,0.8926769516055135,0
48,0.5968418753406791,0
48,0.5968418753406791,0
45,0.41934082958177854,0
48,0.5968418753406791,0
51,0.7743429210995797,0
45,0.41934082958177854,0
48,0.5968418753406791,0
45,0.41934082958177854,0
42,0.2418397838228779,0
53,0.8926769516055135,0
42,0.2418397838228779,0
51,0.7743429210995797,0
51,0.7743429210995797,0
53,0.8926769516055135,0
48,0.5968418753406791,0
45,0.41934082958177854,0
47,0.5376748600877123,0
45,0.41934082958177854,0
51,0.7743429210995797,0
48,0.5968418753406791,0
51,0.7743429210995797,0
45,0.41934082958177854,0
48,0.5968418753406791,0
43,0.30100679907584477,0
45,0.41934082958177854,0
45,0.41934082958177854,0
43,0.30100679907584477,0
48,0.5968418753406791,0
51,0.7743429210995797,0
45,0.41934082958177854,0
51,0.7743429210995797,0
56,1.070177997364414,0
47,0.5376748600877123,0
45,0.41934082958177854,0
48,0.5968418753406791,0
51,0.7743429210995797,0
56,1.070177997364414,0
48,0.5968418753406791,0
43,0.30100679907584477,0
51,0.7743429210995797,0
47,0.5376748600877123,0
51,0.7743429210995797,0
45,0.41934082958177854,0
53,0.8926769516055135,0
47,0.5376748600877123,0
48,0.5968418753406791,0
48,0.5968418753406791,0
42,0.2418397838228779,0
48,0.5968418753406791,0
43,0.30100679907584477,0
0,2.2431748568017307,1
0,2.2431748568017307,1
43,0.30100679907584477,0
38,0.005171722811010436,0
30,0.4681643992127245,0
33,0.29066335345382394,0
40,0.12350575331694416,0
48,0.5968418753406791,0
40,0.12350575331694416,0
35,0.17232932294789016,0
30,0.4681643992127245,0
43,0.30100679907584477,0
33,0.29066335345382394,0
38,0.005171722811010436,0
38,0.005171722811010436,0
40,0.12350575331694416,0
35,0.17232932294789016,0
38,0.005171722811010436,0
38,0.005171722811010436,0
45,0.41934082958177854,0
35,0.17232932294789016,0
33,0.29066335345382394,0
38,0.005171722811010436,0
48,0.5968418753406791,0
38,0.005171722811010436,0
35,0.17232932294789016,0
30,0.4681643992127245,0
30,0.4681643992127245,0
38,0.005171722811010436,0
30,0.4681643992127245,0
33,0.29066335345382394,0
43,0.30100679907584477,0
43,0.30100679907584477,0
38,0.005171722811010436,0
43,0.30100679907584477,0
45,0.41934082958177854,0
38,0.005171722811010436,0
35,0.17232932294789016,0
38,0.005171722811010436,0
45,0.41934082958177854,0
45,0.41934082958177854,0
40,0.12350575331694416,0
43,0.30100679907584477,0
33,0.29066335345382394,0
45,0.41934082958177854,0
33,0.29066335345382394,0
43,0.30100679907584477,0
35,0.17232932294789016,0
45,0.41934082958177854,0
43,0.30100679907584477,0
38,0.005171722811010436,0
35,0.17232932294789016,0
35,0.17232932294789016,0
33,0.29066335345382394,0
35,0.17232932294789016,0
40,0.12350575331694416,0
43,0.30100679907584477,0
35,0.17232932294789016,0
43,0.30100679907584477,0
40,0.12350575331694416,0
43,0.30100679907584477,0
35,0.17232932294789016,0
43,0.30100679907584477,0
45,0.41934082958177854,0
48,0.5968418753406791,0
38,0.005171722811010436,0
43,0.30100679907584477,0
35,0.17232932294789016,0
40,0.12350575331694416,0
33,0.29066335345382394,0
38,0.005171722811010436,0
43,0.30100679907584477,0
33,0.29066335345382394,0
48,0.5968418753406791,0
40,0.12350575331694416,0
30,0.4681643992127245,0
38,0.005171722811010436,0
35,0.17232932294789016,0
45,0.41934082958177854,0
43,0.30100679907584477,0
30,0.4681643992127245,0
38,0.005171722811010436,0
40,0.12350575331694416,0
33,0.29066335345382394,0
38,0.005171722811010436,0
43,0.30100679907584477,0
48,0.5968418753406791,0
43,0.30100679907584477,0
30,0.4681643992127245,0
40,0.12350575331694416,0
35,0.17232932294789016,0
38,0.005171722811010436,0
45,0.41934082958177854,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
45,0.41934082958177854,0
30,0.4681643992127245,0
35,0.17232932294789016,0
35,0.17232932294789016,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
33,0.29066335345382394,0
45,0.41934082958177854,0
35,0.17232932294789016,0
45,0.41934082958177854,0
35,0.17232932294789016,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
35,0.17232932294789016,0
35,0.17232932294789016,0
35,0.17232932294789016,0
43,0.30100679907584477,0
30,0.4681643992127245,0
40,0.12350575331694416,0
43,0.30100679907584477,0
48,0.5968418753406791,0
35,0.17232932294789016,0
40,0.12350575331694416,0
30,0.4681643992127245,0
40,0.12350575331694416,0
40,0.12350575331694416,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
48,0.5968418753406791,0
43,0.30100679907584477,0
51,0.7743429210995797,0
48,0.5968418753406791,0
64,1.543514119388149,0
45,0.41934082958177854,0
51,0.7743429210995797,0
47,0.5376748600877123,0
47,0.5376748600877123,0
56,1.070177997364414,0
42,0.2418397838228779,0
51,0.7743429210995797,0
47,0.5376748600877123,0
51,0.7743429210995797,0
64,1.543514119388149,0
53,0.8926769516055135,0
47,0.5376748600877123,0
51,0.7743429210995797,0
47,0.5376748600877123,0
45,0.41934082958177854,0
65,1.6026811346411158,0
45,0.41934082958177854,0
47,0.5376748600877123,0
51,0.7743429210995797,0
42,0.2418397838228779,0
47,0.5376748600877123,0
65,1.6026811346411158,0
47,0.5376748600877123,0
43,0.30100679907584477,0
48,0.5968418753406791,0
43,0.30100679907584477,0
53,0.8926769516055135,0
51,0.7743429210995797,0
51,0.7743429210995797,0
48,0.5968418753406791,0
48,0.5968418753406791,0
47,0.5376748600877123,0
45,0.41934082958177854,0
53,0.8926769516055135,0
51,0.7743429210995797,0
53,0.8926769516055135,0
43,0.30100679907584477,0
47,0.5376748600877123,0
47,0.5376748600877123,0
45,0.41934082958177854,0
47,0.5376748600877123,0
53,0.8926769516055135,0
53,0.8926769516055135,0
45,0.41934082958177854,0
51,0.7743429210995797,0
42,0.2418397838228779,0
45,0.41934082958177854,0
53,0.8926769516055135,0
51,0.7743429210995797,0
47,0.5376748600877123,0
51,0.7743429210995797,0
51,0.7743429210995797,0
56,1.070177997364414,0
45,0.41934082958177854,0
45,0.41934082958177854,0
42,0.2418397838228779,0
56,1.070177997364414,0
48,0.5968418753406791,0
45,0.41934082958177854,0
48,0.5968418753406791,0
53,0.8926769516055135,0
45,0.41934082958177854,0
48,0.5968418753406791,0
42,0.2418397838228779,0
51,0.7743429210995797,0
56,1.070177997364414,0
42,0.2418397838228779,0
48,0.5968418753406791,0
48,0.5968418753406791,0
45,0.41934082958177854,0
45,0.41934082958177854,0
56,1.070177997364414,0
45,0.41934082958177854,0
47,0.5376748600877123,0
45,0.41934082958177854,0
53,0.8926769516055135,0
42,0.2418397838228779,0
51,0.7743429210995797,0
48,0.5968418753406791,0
43,0.30100679907584477,0
48,0.5968418753406791,0
51,0.7743429210995797,0
51,0.7743429210995797,0
43,0.30100679907584477,0
42,0.2418397838228779,0
53,0.8926769516055135,0
53,0.8926769516055135,0
48,0.5968418753406791,0
48,0.5968418753406791,0
43,0.30100679907584477,0
56,1.070177997364414,0
43,0.30100679907584477,0
51,0.7743429210995797,0
48,0.5968418753406791,0
45,0.41934082958177854,0
53,0.8926769516055135,0
64,1.543514119388149,0
45,0.41934082958177854,0
42,0.2418397838228779,0
47,0.5376748600877123,0
51,0.7743429210995797,0
48,0.5968418753406791,0
42,0.2418397838228779,0
43,0.30100679907584477,0
45,0.41934082958177854,0
43,0.30100679907584477,0
43,0.30100679907584477,0
42,0.2418397838228779,0
45,0.41934082958177854,0
47,0.5376748600877123,0
53,0.8926769516055135,0
43,0.30100679907584477,0
47,0.5376748600877123,0
53,0.8926769516055135,0
56,1.070177997364414,0
53,0.8926769516055135,0
53,0.8926769516055135,0
45,0.41934082958177854,0
53,0.8926769516055135,0
45,0.41934082958177854,0
47,0.5376748600877123,0
42,0.2418397838228779,0
42,0.2418397838228779,0
56,1.070177997364414,0
45,0.41934082958177854,0
45,0.41934082958177854,0
48,0.5968418753406791,0
43,0.30100679907584477,0
45,0.41934082958177854,0
47,0.5376748600877123,0
47,0.5376748600877123,0
45,0.41934082958177854,0
45,0.41934082958177854,0
51,0.7743429210995797,0
42,0.2418397838228779,0
42,0.2418397838228779,0
56,1.070177997364414,0
47,0.5376748600877123,0
47,0.5376748600877123,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
43,0.30100679907584477,0
38,0.005171722811010436,0
40,0.12350575331694416,0
35,0.17232932294789016,0
35,0.17232932294789016,0
35,0.17232932294789016,0
48,0.5968418753406791,0
33,0.29066335345382394,0
38,0.005171722811010436,0
43,0.30100679907584477,0
40,0.12350575331694416,0
30,0.4681643992127245,0
30,0.4681643992127245,0
35,0.17232932294789016,0
40,0.12350575331694416,0
45,0.41934082958177854,0
38,0.005171722811010436,0
30,0.4681643992127245,0
35,0.17232932294789016,0
35,0.17232932294789016,0
30,0.4681643992127245,0
35,0.17232932294789016,0
45,0.41934082958177854,0
40,0.12350575331694416,0
30,0.4681643992127245,0
38,0.005171722811010436,0
43,0.30100679907584477,0
38,0.005171722811010436,0
48,0.5968418753406791,0
43,0.30100679907584477,0
40,0.12350575331694416,0
33,0.29066335345382394,0
40,0.12350575331694416,0
45,0.41934082958177854,0
35,0.17232932294789016,0
43,0.30100679907584477,0
35,0.17232932294789016,0
35,0.17232932294789016,0
40,0.12350575331694416,0
30,0.4681643992127245,0
40,0.12350575331694416,0
35,0.17232932294789016,0
30,0.4681643992127245,0
38,0.005171722811010436,0
38,0.005171722811010436,0
38,0.005171722811010436,0
43,0.30100679907584477,0
35,0.17232932294789016,0
43,0.30100679907584477,0
43,0.30100679907584477,0
35,0.17232932294789016,0
30,0.4681643992127245,0
40,0.12350575331694416,0
43,0.30100679907584477,0
38,0.005171722811010436,0
48,0.5968418753406791,0
40,0.12350575331694416,0
38,0.005171722811010436,0
40,0.12350575331694416,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
30,0.4681643992127245,0
40,0.12350575331694416,0
35,0.17232932294789016,0
38,0.005171722811010436,0
33,0.29066335345382394,0
38,0.005171722811010436,0
43,0.30100679907584477,0
30,0.4681643992127245,0
40,0.12350575331694416,0
35,0.17232932294789016,0
38,0.005171722811010436,0
35,0.17232932294789016,0
35,0.17232932294789016,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
40,0.12350575331694416,0
30,0.4681643992127245,0
40,0.12350575331694416,0
43,0.30100679907584477,0
33,0.29066335345382394,0
43,0.30100679907584477,0
43,0.30100679907584477,0
35,0.17232932294789016,0
48,0.5968418753406791,0
30,0.4681643992127245,0
40,0.12350575331694416,0
35,0.17232932294789016,0
40,0.12350575331694416,0
30,0.4681643992127245,0
40,0.12350575331694416,0
45,0.41934082958177854,0
30,0.4681643992127245,0
38,0.005171722811010436,0
48,0.5968418753406791,0
43,0.30100679907584477,0
40,0.12350575331694416,0
35,0.17232932294789016,0
40,0.12350575331694416,0
35,0.17232932294789016,0
40,0.12350575331694416,0
43,0.30100679907584477,0
35,0.17232932294789016,0
33,0.29066335345382394,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
38,0.005171722811010436,0
43,0.30100679907584477,0
43,0.30100679907584477,0
45,0.41934082958177854,0
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
0,2.2431748568017307,1
51,0.7743429210995797,0
64,1.543514119388149,0
45,0.41934082958177854,0
45,0.41934082958177854,0
45,0.41934082958177854,0
48,0.5968418753406791,0
53,0.8926769516055135,0
51,0.7743429210995797,0
51,0.7743429210995797,0
48,0.5968418753406791,0
53,0.8926769516055135,0
48,0.5968418753406791,0
48,0.5968418753406791,0
51,0.7743429210995797,0
42,0.2418397838228779,0
45,0.41934082958177854,0
48,0.5968418753406791,0
45,0.41934082958177854,0
53,0.8926769516055135,0
48,0.5968418753406791,0
48,0.5968418753406791,0
47,0.5376748600877123,0
48,0.5968418753406791,0
43,0.30100679907584477,0
47,0.5376748600877123,0
47,0.5376748600877123,0
51,0.7743429210995797,0
53,0.8926769516055135,0
45,0.41934082958177854,0
45,0.41934082958177854,0
47,0.5376748600877123,0
51,0.7743429210995797,0
53,0.8926769516055135,0
48,0.5968418753406791,0
51,0.7743429210995797,0
51,0.7743429210995797,0
51,0.7743429210995797,0
48,0.5968418753406791,0
65,1.6026811346411158,0
43,0.30100679907584477,0
51,0.7743429210995797,0
45,0.41934082958177854,0
56,1.070177997364414,0
48,0.5968418753406791,0
48,0.5968418753406791,0
45,0.41934082958177854,0
47,0.5376748600877123,0
45,0.41934082958177854,0
53,0.8926769516055135,0
56,1.070177997364414,0
51,0.7743429210995797,0
65,1.6026811346411158,0
51,0.7743429210995797,0
53,0.8926769516055135,0
43,0.30100679907584477,0
53,0.8926769516055135,0
